WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14771,20110910,1854,11,FEW120 SCT200, ,10.00, , , ,63, ,17.2, ,56, ,13.5, ,51, ,10.6, , 65, , 6, ,290, , , ,29.58, ,3, ,010, ,30.01, ,AA, , , ,30.03, 
14771,20110910,1954,11,FEW200, ,10.00, , , ,63, ,17.2, ,57, ,13.8, ,52, ,11.1, , 68, , 0, ,000, , , ,29.59, , , , , ,30.03, ,AA, , , ,30.04, 
14771,20110910,2054,11,FEW200, ,10.00, , , ,59, ,15.0, ,56, ,13.1, ,53, ,11.7, , 81, , 0, ,000, , , ,29.60, , , , , ,30.04, ,AA, , , ,30.05, 
14771,20110910,2154,11,FEW200, ,10.00, , , ,57, ,13.9, ,54, ,12.3, ,52, ,11.1, , 83, , 0, ,000, , , ,29.61, ,1, ,010, ,30.04, ,AA, , , ,30.06, 
14771,20110910,2254,11,FEW200, ,10.00, , , ,55, ,12.8, ,53, ,11.8, ,52, ,11.1, , 90, , 0, ,000, , , ,29.61, , , , , ,30.05, ,AA, , , ,30.06, 
14771,20110910,2354,11,FEW200, ,10.00, , , ,54, ,12.2, ,53, ,11.6, ,52, ,11.1, , 93, , 0, ,000, , , ,29.61, , , , , ,30.05, ,AA, , , ,30.06, 
14771,20110911,0054,11,FEW200, ,10.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 0, ,000, , , ,29.62, ,3, ,003, ,30.05, ,AA, , , ,30.07, 
14771,20110911,0154,11,FEW200, ,10.00, , , ,54, ,12.2, ,52, ,11.0, ,50, ,10.0, , 86, , 0, ,000, , , ,29.61, , , , , ,30.05, ,AA, , , ,30.06, 
14771,20110911,0254,11,FEW200, ,10.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 0, ,000, , , ,29.62, , , , , ,30.05, ,AA, , , ,30.07, 
14771,20110911,0354,11,FEW200, ,10.00, , , ,52, ,11.1, ,50, ,10.2, ,49, ,9.4, , 90, , 0, ,000, , , ,29.62, ,3, ,002, ,30.06, ,AA, , , ,30.07, 
14771,20110911,0454,11,FEW200, ,10.00, , , ,50, ,10.0, ,49, ,9.4, ,48, ,8.9, , 93, , 0, ,000, , , ,29.62, , , , , ,30.06, ,AA, , , ,30.07, 
14771,20110911,0554,11,FEW200, ,10.00, , , ,50, ,10.0, ,49, ,9.4, ,48, ,8.9, , 93, , 3, ,140, , , ,29.63, , , , , ,30.07, ,AA, , , ,30.08, 
14771,20110911,0654,11,FEW005 BKN120 BKN180, ,10.00, , , ,54, ,12.2, ,52, ,11.3, ,51, ,10.6, , 90, , 0, ,000, , , ,29.64, ,3, ,005, ,30.08, ,AA, , , ,30.09, 
14771,20110911,0754,11,FEW005 SCT120 BKN180, ,10.00, , , ,59, ,15.0, ,56, ,13.4, ,54, ,12.2, , 84, , 0, ,000, , , ,29.63, , , , , ,30.07, ,AA, , , ,30.08, 
14771,20110911,0854,11,FEW040 SCT120 BKN180, ,10.00, , , ,63, ,17.2, ,59, ,14.9, ,56, ,13.3, , 78, , 5, ,110, , , ,29.63, , , , , ,30.07, ,AA, , , ,30.08, 
14771,20110911,0954,11,FEW040 SCT120 BKN180, ,10.00, , , ,66, ,18.9, ,61, ,15.9, ,57, ,13.9, , 73, , 3, ,090, , , ,29.62, ,8, ,004, ,30.06, ,AA, , , ,30.07, 
14771,20110911,1054,11,FEW040 SCT110 BKN180, ,10.00, , , ,71, ,21.7, ,64, ,17.6, ,59, ,15.0, , 66, , 0, ,000, , , ,29.60, , , , , ,30.04, ,AA, , , ,30.05, 
14771,20110911,1154,11,FEW050 SCT100 BKN150, ,10.00, , , ,71, ,21.7, ,64, ,17.9, ,60, ,15.6, , 68, , 6, ,100, , , ,29.58, , , , , ,30.02, ,AA, , , ,30.03, 
14771,20110911,1254,11,BKN050 BKN150, ,10.00, , , ,74, ,23.3, ,66, ,18.8, ,61, ,16.1, , 64, , 0, ,000, , , ,29.56, ,6, ,020, ,30.00, ,AA, , , ,30.01, 
14771,20110911,1354,11,SCT040 BKN120 BKN200, ,10.00, , , ,75, ,23.9, ,65, ,18.4, ,59, ,15.0, , 58, , 0, ,000, , , ,29.54, , , , , ,29.98, ,AA, , , ,29.99, 
14771,20110911,1454,11,SCT040 SCT065TCU, ,10.00, , , ,76, ,24.4, ,67, ,19.2, ,61, ,16.1, , 60, , 6, ,130, , , ,29.53, , , , , ,29.96, ,AA, , , ,29.98, 
14771,20110911,1554,11,SCT038 SCT085 BKN110, ,10.00, , , ,75, ,23.9, ,66, ,19.0, ,61, ,16.1, , 62, , 7, ,250, , , ,29.51, ,6, ,017, ,29.95, ,AA, , , ,29.96, 
14771,20110911,1654,11,FEW042 SCT090 BKN180, ,10.00, , , ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, , 62, , 8, ,220, , , ,29.50, , , , , ,29.94, ,AA, , , ,29.95, 
14771,20110911,1754,11,SCT048 SCT120 BKN180, ,10.00, , , ,72, ,22.2, ,65, ,18.1, ,60, ,15.6, , 66, , 6, ,250, , , ,29.51, , , , , ,29.95, ,AA, , , ,29.96, 
14771,20110911,1854,11,FEW045 SCT095 BKN160, ,10.00, , , ,69, ,20.6, ,64, ,17.8, ,61, ,16.1, , 76, , 6, ,250, , , ,29.51, ,5, ,000, ,29.95, ,AA, , , ,29.96, 
14771,20110911,1954,11,FEW060 BKN160, ,10.00, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, , 76, , 3, ,240, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110911,2054,11,FEW085 SCT140, ,10.00, , , ,66, ,18.9, ,61, ,16.2, ,58, ,14.4, , 76, , 3, ,200, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110911,2154,11,SCT070 SCT140, ,10.00, , , ,65, ,18.3, ,61, ,16.0, ,58, ,14.4, , 78, , 5, ,200, , , ,29.52, ,0, ,002, ,29.96, ,AA, , , ,29.97, 
14771,20110911,2254,11,FEW070, ,10.00, , , ,64, ,17.8, ,60, ,15.8, ,58, ,14.4, , 81, , 0, ,000, , , ,29.52, , , , , ,29.95, ,AA, , , ,29.97, 
14771,20110911,2354,11,FEW070, ,10.00, , , ,62, ,16.7, ,60, ,15.3, ,58, ,14.4, , 87, , 0, ,000, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110912,0054,11,FEW070, ,10.00, , , ,62, ,16.7, ,60, ,15.3, ,58, ,14.4, , 87, , 5, ,230, , , ,29.52, ,3, ,000, ,29.96, ,AA, , , ,29.97, 
14771,20110912,0154,11,CLR, , 9.00, , , ,61, ,16.1, ,59, ,15.1, ,58, ,14.4, , 90, , 0, ,000, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110912,0254,11,CLR, ,10.00, , , ,62, ,16.7, ,60, ,15.3, ,58, ,14.4, , 87, , 0, ,000, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110912,0354,11,CLR, ,10.00, , , ,60, ,15.6, ,58, ,14.2, ,56, ,13.3, , 87, , 0, ,000, , , ,29.52, ,3, ,002, ,29.96, ,AA, , , ,29.97, 
14771,20110912,0454,11,FEW019 SCT070, , 9.00, , , ,61, ,16.1, ,59, ,15.1, ,58, ,14.4, , 90, , 0, ,000, , , ,29.53, , , , , ,29.96, ,AA, , , ,29.98, 
14771,20110912,0554,11,FEW070, , 8.00, , , ,61, ,16.1, ,59, ,14.8, ,57, ,13.9, , 87, , 0, ,000, , , ,29.53, , , , , ,29.96, ,AA, , , ,29.98, 
14771,20110912,0654,11,FEW070, , 7.00, , , ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 0, ,000, , , ,29.54, ,3, ,007, ,29.98, ,AA, , , ,29.99, 
14771,20110912,0754,11,FEW100, ,10.00, , , ,69, ,20.6, ,64, ,17.8, ,61, ,16.1, , 76, , 6, ,240, , , ,29.55, , , , , ,29.98, ,AA, , , ,30.00, 
14771,20110912,0854,11,SCT050, ,10.00, , , ,72, ,22.2, ,66, ,18.7, ,62, ,16.7, , 71, , 7, ,280, , , ,29.56, , , , , ,29.99, ,AA, , , ,30.01, 
14771,20110912,0917,11,BKN021, ,10.00, , , ,73, ,23.0, ,67, ,19.2, ,63, ,17.0, , 71, , 8, ,270, , , ,29.56, , , , , ,M, ,SP, , , ,30.01, 
14771,20110912,0954,11,SCT023 BKN028, ,10.00, , , ,72, ,22.2, ,66, ,18.7, ,62, ,16.7, , 71, , 5, ,280, , , ,29.56, ,1, ,006, ,30.00, ,AA, , , ,30.01, 
14771,20110912,1006,11,SCT024 BKN031, ,10.00, , , ,73, ,23.0, ,67, ,19.2, ,63, ,17.0, , 71, , 3, ,280, , , ,29.56, , , , , ,M, ,SP, , , ,30.01, 
14771,20110912,1017,11,BKN024 BKN029, ,10.00, , , ,73, ,23.0, ,67, ,19.2, ,63, ,17.0, , 71, , 5, ,250, , , ,29.56, , , , , ,M, ,SP, , , ,30.01, 
14771,20110912,1051,11,SCT026 BKN031, ,10.00, , , ,77, ,25.0, ,68, ,20.0, ,63, ,17.0, , 62, , 5, ,300, , , ,29.55, , , , , ,M, ,SP, , , ,30.00, 
14771,20110912,1054,11,SCT026 BKN031, ,10.00, , , ,76, ,24.4, ,68, ,19.8, ,63, ,17.2, , 64, , 6, ,260, , , ,29.55, , , , , ,29.98, ,AA, , , ,30.00, 
14771,20110912,1154,11,SCT032, ,10.00, , , ,77, ,25.0, ,68, ,19.7, ,62, ,16.7, , 60, , 3, ,260, , , ,29.54, , , , , ,29.97, ,AA, , , ,29.99, 
14771,20110912,1254,11,SCT037 BKN055, ,10.00, , , ,79, ,26.1, ,68, ,20.1, ,62, ,16.7, , 56, , 7, ,250, , , ,29.52, ,8, ,016, ,29.95, ,AA, , , ,29.97, 
14771,20110912,1354,11,SCT039 SCT050, ,10.00, , , ,80, ,26.7, ,69, ,20.5, ,63, ,17.2, , 56, , 7, ,290, , , ,29.50, , , , , ,29.93, ,AA, , , ,29.95, 
14771,20110912,1454,11,FEW043 SCT055 SCT090, ,10.00, , , ,80, ,26.7, ,68, ,19.9, ,61, ,16.1, , 52, , 9, ,260, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110912,1554,11,SCT047 SCT090, ,10.00, , , ,79, ,26.1, ,67, ,19.4, ,60, ,15.6, , 52, , 7, ,250, , , ,29.47, ,6, ,016, ,29.90, ,AA, , , ,29.92, 
14771,20110912,1654,11,FEW047 SCT080 SCT120, ,10.00, , , ,78, ,25.6, ,67, ,19.3, ,60, ,15.6, , 54, , 7, ,260, , , ,29.47, , , , , ,29.90, ,AA, , , ,29.92, 
14771,20110912,1754,11,FEW080 SCT110 SCT210, ,10.00, , , ,75, ,23.9, ,65, ,18.4, ,59, ,15.0, , 58, , 5, ,250, , , ,29.47, , , , , ,29.91, ,AA, , , ,29.92, 
14771,20110912,1854,11,FEW080 SCT210, ,10.00, , , ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, , 71, , 0, ,000, , , ,29.47, ,0, ,000, ,29.90, ,AA, , , ,29.92, 
14771,20110912,1954,11,FEW075 SCT090 SCT210, ,10.00, , , ,69, ,20.6, ,64, ,17.8, ,61, ,16.1, , 76, , 3, ,160, , , ,29.48, ,0, ,000, ,29.91, ,SY-MT, , , ,29.93, 
14771,20110912,2054,11,FEW085 SCT210, ,10.00, , , ,68, ,20.0, ,63, ,17.3, ,60, ,15.6, , 76, , 3, ,160, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110912,2154,11,FEW210, ,10.00, , , ,66, ,18.9, ,62, ,16.5, ,59, ,15.0, , 78, , 3, ,170, , , ,29.47, ,0, ,000, ,29.90, ,AA, , , ,29.92, 
14771,20110912,2254,11,FEW110, ,10.00, , , ,66, ,18.9, ,62, ,16.5, ,59, ,15.0, , 78, , 3, ,200, , , ,29.47, , , , , ,29.90, ,AA, , , ,29.92, 
14771,20110912,2354,11,FEW140, ,10.00, , , ,68, ,20.0, ,63, ,17.0, ,59, ,15.0, , 73, , 3, ,220, , , ,29.46, , , , , ,29.89, ,AA, , , ,29.91, 
14771,20110913,0054,11,FEW150, ,10.00, , , ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 3, ,130, , , ,29.45, ,8, ,007, ,29.88, ,AA, , , ,29.90, 
14771,20110913,0154,11,CLR, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 6, ,180, , , ,29.44, , , , , ,29.87, ,AA, , , ,29.89, 
14771,20110913,0254,11,CLR, ,10.00, , , ,64, ,17.8, ,60, ,15.8, ,58, ,14.4, , 81, , 6, ,190, , , ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110913,0354,11,FEW075, ,10.00, , , ,64, ,17.8, ,61, ,16.1, ,59, ,15.0, , 84, , 5, ,190, , , ,29.42, ,8, ,011, ,29.85, ,AA, , , ,29.87, 
14771,20110913,0454,11,FEW100 SCT200, ,10.00, , , ,64, ,17.8, ,61, ,16.1, ,59, ,15.0, , 84, , 6, ,190, , , ,29.40, , , , , ,29.83, ,AA, , , ,29.85, 
14771,20110913,0554,11,SCT100 SCT120 BKN200, ,10.00, , , ,67, ,19.4, ,62, ,16.7, ,59, ,15.0, , 76, , 9, ,220, , , ,29.39, , , , , ,29.83, ,AA, , , ,29.84, 
14771,20110913,0654,11,FEW060 BKN100 BKN120, ,10.00, , , ,69, ,20.6, ,64, ,17.5, ,60, ,15.6, , 73, ,10, ,210, , , ,29.40, ,5, ,007, ,29.83, ,AA, , , ,29.85, 
14771,20110913,0754,11,FEW110 SCT200, ,10.00, , , ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, , 71, , 9, ,220, , , ,29.39, , , , , ,29.82, ,AA, , , ,29.84, 
14771,20110913,0854,11,SCT110 SCT200, ,10.00, , , ,76, ,24.4, ,67, ,19.5, ,62, ,16.7, , 62, , 9, ,230, ,20, ,29.37, , , , , ,29.80, ,AA, , , ,29.82, 
14771,20110913,0954,11,SCT110 SCT200 BKN250, ,10.00, , , ,80, ,26.7, ,68, ,20.2, ,62, ,16.7, , 54, ,10, ,250, , , ,29.36, ,6, ,010, ,29.80, ,AA, , , ,29.81, 
14771,20110913,1054,11,FEW040 SCT110 BKN250, ,10.00, , , ,79, ,26.1, ,68, ,19.7, ,61, ,16.1, , 54, ,13, ,240, ,22, ,29.35, , , , , ,29.78, ,AA, , , ,29.80, 
14771,20110913,1154,11,SCT110 BKN250, ,10.00, , , ,84, ,28.9, ,70, ,20.9, ,62, ,16.7, , 48, ,13, ,240, , , ,29.34, , , , , ,29.77, ,AA, , , ,29.79, 
14771,20110913,1254,11,SCT040 BKN110 BKN250, ,10.00, , , ,81, ,27.2, ,68, ,19.8, ,60, ,15.6, , 49, ,16, ,240, ,26, ,29.32, ,6, ,014, ,29.76, ,AA, , , ,29.77, 
14771,20110913,1354,11,FEW040 SCT110 SCT250, ,10.00, , , ,85, ,29.4, ,71, ,21.4, ,63, ,17.2, , 48, ,16, ,250, ,21, ,29.31, , , , , ,29.74, ,AA, , , ,29.76, 
14771,20110913,1454,11,SCT060 BKN095, ,10.00, , , ,85, ,29.4, ,69, ,20.5, ,60, ,15.6, , 43, ,15, ,240, ,22, ,29.29, , , , , ,29.72, ,AA, , , ,29.74, 
14771,20110913,1554,11,FEW060 BKN090 BKN110, ,10.00, , , ,85, ,29.4, ,69, ,20.5, ,60, ,15.6, , 43, ,13, ,230, ,23, ,29.29, ,6, ,012, ,29.72, ,AA, , , ,29.74, 
14771,20110913,1654,11,FEW060 BKN085 BKN110, ,10.00, , , ,83, ,28.3, ,68, ,20.2, ,60, ,15.6, , 46, ,11, ,230, ,18, ,29.29, , , , , ,29.72, ,AA, , , ,29.74, 
14771,20110913,1754,11,FEW070 BKN085 BKN100, ,10.00, , , ,81, ,27.2, ,68, ,19.8, ,60, ,15.6, , 49, ,16, ,230, ,22, ,29.29, , , , , ,29.72, ,AA, , , ,29.74, 
14771,20110913,1854,11,SCT070 BKN085, ,10.00, , , ,79, ,26.1, ,67, ,19.4, ,60, ,15.6, , 52, ,13, ,220, , , ,29.29, ,1, ,001, ,29.72, ,AA, , , ,29.74, 
14771,20110913,1954,11,FEW046 BKN065 OVC085, ,10.00, , , ,72, ,22.2, ,68, ,19.7, ,65, ,18.3, , 79, ,11, ,320, , , ,29.35, , , , , ,29.78, ,AA, ,  T, ,29.80, 
14771,20110913,2054,11,FEW036 SCT060 BKN090, , 9.00, , , ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, , 84, ,13, ,320, , , ,29.38, , , , , ,29.81, ,AA, ,  T, ,29.83, 
14771,20110913,2145,11,BKN029 BKN050 OVC075, , 8.00, , , ,68, ,20.0, ,65, ,18.2, ,63, ,17.0, , 84, ,11, ,320, , , ,29.40, , , , , ,M, ,SP, , , ,29.85, 
14771,20110913,2154,11,FEW015 BKN029 OVC050, , 7.00, , , ,68, ,20.0, ,64, ,17.9, ,62, ,16.7, , 81, ,11, ,310, , , ,29.41, ,1, ,039, ,29.84, ,AA, ,0.01, ,29.86, 
14771,20110913,2219,11,FEW017 OVC031, , 8.00, ,-RA, ,66, ,19.0, ,63, ,17.2, ,61, ,16.0, , 84, ,14, ,310, , , ,29.42, , , , , ,M, ,SP, , , ,29.87, 
14771,20110913,2254,11,FEW024 OVC032, ,10.00, , , ,66, ,18.9, ,62, ,16.8, ,60, ,15.6, , 81, , 8, ,300, , , ,29.42, , , , , ,29.86, ,AA, ,  T, ,29.87, 
14771,20110913,2354,11,OVC038, ,10.00, , , ,65, ,18.3, ,60, ,15.7, ,57, ,13.9, , 75, , 6, ,310, , , ,29.44, , , , , ,29.87, ,AA, , , ,29.89, 
14771,20110914,0054,11,BKN040 OVC055, ,10.00, , , ,64, ,17.8, ,59, ,15.2, ,56, ,13.3, , 75, , 5, ,300, , , ,29.44, ,1, ,013, ,29.88, ,AA, , , ,29.89, 
14771,20110914,0154,11,BKN049, ,10.00, , , ,63, ,17.2, ,58, ,14.3, ,54, ,12.2, , 73, , 6, ,330, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110914,0254,11,OVC036, ,10.00, , , ,62, ,16.7, ,57, ,14.1, ,54, ,12.2, , 75, , 5, ,290, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110914,0354,11,SCT030, ,10.00, , , ,60, ,15.6, ,56, ,13.3, ,53, ,11.7, , 78, , 6, ,260, , , ,29.46, ,3, ,004, ,29.89, ,AA, , , ,29.91, 
14771,20110914,0454,11,FEW031, ,10.00, , , ,59, ,15.0, ,56, ,13.1, ,53, ,11.7, , 81, , 6, ,270, , , ,29.47, , , , , ,29.90, ,AA, , , ,29.92, 
14771,20110914,0554,11,FEW035 OVC055, ,10.00, , , ,60, ,15.6, ,57, ,13.6, ,54, ,12.2, , 81, , 8, ,290, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110914,0654,11,SCT050 BKN065 BKN200, ,10.00, , , ,61, ,16.1, ,57, ,13.9, ,54, ,12.2, , 78, , 7, ,290, , , ,29.49, ,3, ,012, ,29.93, ,AA, , , ,29.94, 
14771,20110914,0754,11,BKN049 BKN060, ,10.00, , , ,62, ,16.7, ,57, ,13.8, ,53, ,11.7, , 73, , 8, ,280, , , ,29.50, , , , , ,29.94, ,AA, , , ,29.95, 
14771,20110914,0854,11,SCT049 SCT060, ,10.00, , , ,64, ,17.8, ,57, ,13.7, ,51, ,10.6, , 63, ,10, ,280, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110914,0954,11,SCT049 SCT060, ,10.00, , , ,67, ,19.4, ,58, ,14.4, ,51, ,10.6, , 57, , 9, ,310, , , ,29.53, ,1, ,011, ,29.96, ,AA, , , ,29.98, 
14771,20110914,1054,11,FEW049 BKN055, ,10.00, , , ,68, ,20.0, ,58, ,14.6, ,51, ,10.6, , 55, ,10, ,280, , , ,29.53, , , , , ,29.97, ,AA, , , ,29.98, 
14771,20110914,1154,11,OVC055, ,10.00, , , ,69, ,20.6, ,59, ,14.9, ,51, ,10.6, , 53, , 6, ,240, , , ,29.53, , , , , ,29.97, ,AA, , , ,29.98, 
14771,20110914,1254,11,SCT055 SCT200, ,10.00, , , ,71, ,21.7, ,60, ,15.6, ,52, ,11.1, , 51, ,M, ,M, , , ,29.53, ,0, ,000, ,29.96, ,AA, , , ,29.98, 
14771,20110914,1354,11,SCT043, ,10.00, , , ,72, ,22.2, ,60, ,15.8, ,52, ,11.1, , 50, ,11, ,280, , , ,29.51, , , , , ,29.95, ,AA, , , ,29.96, 
14771,20110914,1454,11,BKN046, ,10.00, , , ,72, ,22.2, ,60, ,15.8, ,52, ,11.1, , 50, , 6, ,300, ,17, ,29.50, , , , , ,29.94, ,AA, , , ,29.95, 
14771,20110914,1554,11,SCT044, ,10.00, , , ,72, ,22.2, ,60, ,15.8, ,52, ,11.1, , 50, , 6, ,270, , , ,29.50, ,6, ,010, ,29.93, ,AA, , , ,29.95, 
14771,20110914,1654,11,FEW044 SCT090 SCT160, ,10.00, , , ,71, ,21.7, ,60, ,15.3, ,51, ,10.6, , 49, , 0, ,000, , , ,29.49, , , , , ,29.92, ,AA, , , ,29.94, 
14771,20110914,1754,11,SCT100 SCT160 SCT210, ,10.00, , , ,66, ,18.9, ,59, ,14.7, ,53, ,11.7, , 63, , 5, ,350, , , ,29.50, , , , , ,29.93, ,AA, , , ,29.95, 
14771,20110914,1854,11,SCT100 BKN150 BKN210, ,10.00, , , ,63, ,17.2, ,58, ,14.3, ,54, ,12.2, , 73, , 7, ,020, , , ,29.51, ,3, ,004, ,29.95, ,AA, , , ,29.96, 
14771,20110914,1954,11,FEW060 SCT095 SCT110, ,10.00, , , ,63, ,17.2, ,58, ,14.3, ,54, ,12.2, , 73, , 0, ,000, , , ,29.51, , , , , ,29.95, ,AA, , , ,29.96, 
14771,20110914,2054,11,BKN065 OVC120, ,10.00, ,-RA, ,62, ,16.7, ,57, ,14.1, ,54, ,12.2, , 75, , 0, ,000, , , ,29.52, , , , , ,29.96, ,AA, ,  T, ,29.97, 
14771,20110914,2154,11,BKN060 OVC070, ,10.00, ,-RA, ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 0, ,000, , , ,29.53, ,1, ,006, ,29.96, ,AA, ,  T, ,29.98, 
14771,20110914,2254,11,BKN045 OVC060, ,10.00, , , ,62, ,16.7, ,59, ,14.7, ,56, ,13.3, , 81, , 0, ,000, , , ,29.52, , , , , ,29.96, ,AA, ,  T, ,29.97, 
14771,20110914,2354,11,BKN055 OVC095, ,10.00, ,-RA, ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 0, ,000, , , ,29.51, , , , , ,29.94, ,AA, ,0.01, ,29.96, 
14771,20110915,0054,11,BKN046 BKN085 OVC100, ,10.00, , , ,62, ,16.7, ,60, ,15.3, ,58, ,14.4, , 87, , 0, ,000, , , ,29.50, ,8, ,009, ,29.93, ,AA, ,  T, ,29.95, 
14771,20110915,0154,11,OVC050, ,10.00, ,-RA, ,62, ,16.7, ,59, ,15.0, ,57, ,13.9, , 84, , 5, ,230, , , ,29.49, , , , , ,29.92, ,AA, ,  T, ,29.94, 
14771,20110915,0254,11,BKN055 BKN060 OVC070, ,10.00, , , ,60, ,15.6, ,56, ,13.3, ,53, ,11.7, , 78, ,10, ,330, , , ,29.50, , , , , ,29.93, ,AA, ,0.01, ,29.95, 
14771,20110915,0317,11,SCT008 BKN050 OVC075, ,10.00, ,-RA, ,59, ,15.0, ,57, ,13.7, ,55, ,13.0, , 87, , 8, ,340, ,17, ,29.51, , , , , ,M, ,SP, , , ,29.96, 
14771,20110915,0354,11,SCT011 BKN050 OVC085, ,10.00, ,-RA, ,57, ,13.9, ,55, ,12.6, ,53, ,11.7, , 87, ,13, ,340, , , ,29.52, ,3, ,006, ,29.96, ,AA, ,  T, ,29.97, 
14771,20110915,0357,11,BKN010 BKN017 OVC050, ,10.00, ,-RA, ,57, ,14.0, ,55, ,12.9, ,54, ,12.0, , 90, ,14, ,340, ,20, ,29.52, , , , , ,M, ,SP, , , ,29.97, 
14771,20110915,0454,11,BKN010 BKN015 OVC020, ,10.00, ,-RA, ,54, ,12.2, ,52, ,11.0, ,50, ,10.0, , 86, ,15, ,020, ,20, ,29.54, , , , , ,29.98, ,AA, ,0.03, ,29.99, 
14771,20110915,0554,11,FEW010 SCT025 OVC035, ,10.00, ,-RA, ,52, ,11.1, ,50, ,10.2, ,49, ,9.4, , 90, , 6, ,020, , , ,29.54, , , , , ,29.98, ,AA, ,0.06, ,29.99, 
14771,20110915,0644,11,FEW007 SCT012 OVC041, , 5.00, ,-RA BR, ,52, ,11.0, ,50, ,9.9, ,48, ,9.0, , 86, , 6, ,350, , , ,29.56, , , , , ,M, ,SP, , , ,30.01, 
14771,20110915,0654,11,FEW007 SCT012 OVC041, , 5.00, ,-RA BR, ,52, ,11.1, ,50, ,10.2, ,49, ,9.4, , 90, , 7, ,360, , , ,29.57, ,3, ,017, ,30.01, ,AA, ,0.06, ,30.02, 
14771,20110915,0754,11,FEW013 SCT022 OVC049, , 9.00, ,-RA, ,52, ,11.1, ,50, ,10.2, ,49, ,9.4, , 90, , 6, ,350, , , ,29.57, , , , , ,30.01, ,AA, ,0.04, ,30.02, 
14771,20110915,0823,11,FEW010 BKN019 OVC055, ,10.00, ,-RA, ,54, ,12.0, ,51, ,10.4, ,48, ,9.0, , 80, , 5, ,330, , , ,29.58, , , , , ,M, ,SP, , , ,30.03, 
14771,20110915,0854,11,FEW010 BKN019 OVC045, ,10.00, ,-RA, ,53, ,11.7, ,51, ,10.5, ,49, ,9.4, , 86, , 9, ,010, , , ,29.58, , , , , ,30.02, ,AA, ,0.01, ,30.03, 
14771,20110915,0920,11,FEW013 BKN025 OVC040, ,10.00, ,-RA, ,54, ,12.0, ,51, ,10.4, ,48, ,9.0, , 80, , 8, ,350, , , ,29.59, , , , , ,M, ,SP, , , ,30.04, 
14771,20110915,0951,11,FEW016 BKN036 OVC050, ,10.00, ,-RA, ,54, ,12.0, ,51, ,10.4, ,48, ,9.0, , 80, , 7, ,330, , , ,29.60, , , , , ,M, ,SP, , , ,30.05, 
14771,20110915,0954,11,FEW016 BKN036 OVC050, ,10.00, ,-RA, ,53, ,11.7, ,51, ,10.5, ,49, ,9.4, , 86, , 6, ,330, , , ,29.60, ,3, ,011, ,30.04, ,AA, ,  T, ,30.05, 
14771,20110915,1054,11,FEW020 OVC055, ,10.00, , , ,54, ,12.2, ,51, ,10.4, ,48, ,8.9, , 80, , 6, ,340, , , ,29.59, , , , , ,30.03, ,AA, ,  T, ,30.04, 
14771,20110915,1154,11,FEW022 BKN036 BKN045, ,10.00, , , ,54, ,12.2, ,50, ,10.2, ,47, ,8.3, , 77, , 8, ,290, , , ,29.60, , , , , ,30.04, ,AA, , , ,30.05, 
